iter	AUC	Logloss
881	0.9317944646	0.271433633
882	0.9317943752	0.2714332581
883	0.9317953587	0.271432902
884	0.9317954183	0.2714328458
885	0.9317963421	0.271431946
886	0.9317965209	0.2714316836
887	0.9317964911	0.2714314774
888	0.9317985177	0.2714297154
889	0.9317985177	0.2714294155
890	0.9317985475	0.271429378
891	0.9317994416	0.2714287969
892	0.931799531	0.2714286469
893	0.9318007529	0.2714279159
894	0.9318008721	0.2714278222
895	0.9318009615	0.2714277097
896	0.9318021238	0.2714263226
897	0.9318020642	0.2714262851
898	0.931802243	0.2714260977
899	0.9318056107	0.2714193496
900	0.9318058193	0.2714189559
901	0.9318255186	0.2713793108
902	0.9318261147	0.2713786548
903	0.9318273664	0.2713775676
904	0.9318273365	0.2713771552
905	0.9318345785	0.2713566485
906	0.9318397939	0.2713502378
907	0.9318397939	0.2713502565
908	0.9318412542	0.2713485507
909	0.9318421483	0.2713470699
910	0.9318521321	0.2713387285
911	0.9318521917	0.2713386535
912	0.9318620861	0.2713256822
913	0.9318621159	0.2713255885
914	0.9318620563	0.271325551
915	0.9318618774	0.2713255135
916	0.9318652153	0.2713189153
917	0.9318656921	0.2713185967
918	0.9318656623	0.2713185592
919	0.9318674505	0.2713172283
920	0.9318688512	0.2713118861
921	0.9318688512	0.2713117923
922	0.9318717122	0.2713098429
923	0.9318800569	0.2712928977
924	0.9318802953	0.2712926165
925	0.9318819642	0.271283694
926	0.9318864942	0.271274959
927	0.9318875372	0.2712687357
928	0.9318904877	0.2712636934
929	0.9318905771	0.2712634872
930	0.9318914115	0.2712626624
931	0.93189165	0.2712623625
932	0.93189165	0.2712621751
933	0.9318916798	0.2712621188
934	0.9318920672	0.2712615003
935	0.9318919778	0.2712613316
936	0.9318920076	0.2712612378
937	0.9318951666	0.2712530464
938	0.9319012761	0.2712401688
939	0.9319012761	0.2712400001
940	0.9319036901	0.2712382006
941	0.9319077134	0.2712296905
942	0.931910038	0.2712265601
943	0.9319180548	0.2712172252
944	0.9319314063	0.2711895955
945	0.9319320321	0.2711873836
946	0.9319321811	0.2711871962
947	0.9319332242	0.2711846282
948	0.9319351912	0.2711784049
949	0.9319365323	0.2711757432
950	0.9319624007	0.2711228081
951	0.9319623411	0.2711227518
952	0.9319711924	0.2711083559
953	0.9319738448	0.271100052
954	0.9319737852	0.2710999957
955	0.9319737256	0.2710998083
956	0.9319738746	0.2710980838
957	0.9319743216	0.271094616
958	0.9319759607	0.2710905109
959	0.9319751859	0.2710788142
960	0.9319758713	0.2710776895
961	0.9319768846	0.2710763024
962	0.9319790602	0.2710743905
963	0.9319856465	0.2710622439
964	0.9319863617	0.2710617565
965	0.9319863021	0.2710614753
966	0.93198964	0.2710558707
967	0.93198964	0.2710557395
968	0.9319911301	0.2710530402
969	0.9319911897	0.271052984
970	0.9319940805	0.2710482603
971	0.9319944382	0.271045055
972	0.9319968224	0.271041306
973	0.9319968224	0.2710411748
974	0.931996733	0.2710410811
975	0.9320086241	0.2710199183
976	0.9320126772	0.271012889
977	0.9320126474	0.271012889
978	0.9320161343	0.271006572
979	0.9320164919	0.2710028044
980	0.9320239127	0.2709834973
981	0.9320268631	0.2709805356
982	0.9320272803	0.2709803857
983	0.9320273399	0.2709800858
984	0.9320273697	0.2709799545
985	0.9320273697	0.2709797671
986	0.9320305884	0.2709752684
987	0.9320371747	0.2709584731
988	0.9320437312	0.2709361294
989	0.932049036	0.2709291189
990	0.9320497811	0.2709279942
991	0.9320498407	0.2709280129
992	0.9320498109	0.2709278442
993	0.9320507348	0.2709264759
994	0.9320539832	0.2709218834
995	0.9320539832	0.2709217897
996	0.9320554435	0.2709164474
997	0.9320766032	0.2708740656
998	0.9320772886	0.2708730347
999	0.9320805371	0.2708669614
